# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	15795
#@/user_id	rime-setting
ming li 	名利	c=6 d=1.75683e-11 t=15795
ming ling 	命令	c=76 d=1.91571e-09 t=15795
ming ling hang 	命令行	c=3 d=9.16912e-10 t=15795
ming ling na ge 	命令那個	c=1 d=8.87978e-15 t=15795
ming ming 	命名	c=2 d=2.78612e-14 t=15795
ming ming bai bai 	明明白白	c=1 d=1.9344e-27 t=15795
ming que 	明確	c=5 d=3.9015e-16 t=15795
ming ri 	明日	c=1 d=2.17429e-20 t=15795
ming sheng 	名聲	c=1 d=7.11384e-24 t=15795
ming tian 	明天	c=8 d=7.58348e-24 t=15795
ming xiang 	冥想	c=1 d=7.82014e-20 t=15795
ming yun 	命運	c=2 d=1.77615e-18 t=15795
ming zhong 	命中	c=1 d=8.05692e-18 t=15795
ming zi 	名字	c=1 d=1.15282e-26 t=15795
mo 	麼	c=1 d=2.3988e-29 t=15795
mo ban 	模板	c=14 d=0.0397558 t=15795
mo ban shi 	模板是	c=1 d=1.3545e-11 t=15795
mo du 	默讀	c=0 d=7.48494e-35 t=15795
mo du le 	默讀了	c=1 d=7.52246e-34 t=15795
mo he 	磨合	c=1 d=0.0702988 t=15795
mo kuai 	模塊	c=9 d=4.20852e-12 t=15795
mo li 	魔力	c=1 d=7.39007e-31 t=15795
mo lian 	磨練	c=1 d=7.53936e-31 t=15795
mo ni 	模擬	c=2 d=1.19221e-10 t=15795
mo ni qi 	模擬器	c=5 d=2.44997e-14 t=15795
mo qi 	默契	c=1 d=1.36199e-17 t=15795
mo ren 	沒人	c=1 d=1.14766e-32 t=15795
mo ren 	默認	c=15 d=1.44092e-09 t=15795
mo ren mu 	默認木	c=1 d=1.66699e-12 t=15795
mo ren zhi 	默認值	c=2 d=3.96869e-11 t=15795
mo shi 	模式	c=30 d=1.51029 t=15795
mo suo 	摸索	c=2 d=1.30883e-19 t=15795
mo zu 	模組	c=1 d=1.1536e-34 t=15795
mou yi ge 	某一個	c=1 d=2.4192e-11 t=15795
mu 	木	c=0 d=1.65868e-13 t=15795
mu biao 	目標	c=35 d=6.16098e-05 t=15795
mu biao gan 	目標感	c=2 d=4.05436e-18 t=15795
mu di 	目的	c=8 d=0.00179097 t=15795
mu du 	目睹	c=1 d=1.45821e-26 t=15795
mu guang 	目光	c=0 d=3.06059e-14 t=15795
mu hou 	幕後	c=1 d=4.07609e-31 t=15795
mu lu 	目錄	c=29 d=2.0197e-09 t=15795
mu lu hao 	目錄號	c=1 d=7.06489e-31 t=15795
mu lu xia 	目錄下	c=1 d=5.70705e-20 t=15795
mu qian 	目前	c=5 d=0.140156 t=15795
mu xia 	目下	c=1 d=1.22492e-12 t=15795
na 	哪	c=2 d=9.35261e-25 t=15795
na 	那	c=2 d=2.72857e-16 t=15795
na bian 	那邊	c=5 d=0.163654 t=15795
na bu zhun 	拿不準	c=1 d=1.69859e-27 t=15795
na ceng 	那層	c=1 d=1.14057e-18 t=15795
na dao 	拿到	c=1 d=1.04365e-32 t=15795
na er 	哪兒	c=0 d=4.36198e-06 t=15795
na ge 	哪個	c=3 d=1.48472e-23 t=15795
na ge 	那個	c=3 d=1.80359e-07 t=15795
na ge lan 	納格蘭	c=1 d=9.35762e-14 t=15795
na ji dian 	哪幾點	c=1 d=0.00143012 t=15795
na li 	哪裏	c=1 d=3.41054e-22 t=15795
na li 	那裏	c=3 d=1.20033e-25 t=15795
na me 	那麼	c=2 d=2.25238e-32 t=15795
na sou 	那搜	c=1 d=1.99813e-26 t=15795
na tian 	那天	c=1 d=7.05648e-17 t=15795
na xia 	拿下	c=1 d=5.82432e-24 t=15795
na xie 	哪些	c=11 d=2.60314e-06 t=15795
na zhong 	那種	c=1 d=6.98746e-19 t=15795
na zuo 	那座	c=0 d=6.81958e-28 t=15795
na zuo dao 	那座島	c=1 d=6.85376e-27 t=15795
nai lao 	奶酪	c=1 d=2.98959e-31 t=15795
nan bei 	南北	c=1 d=5.07825e-29 t=15795
nan dang 	難當	c=0 d=5.99557e-13 t=15795
nan dao 	難道	c=2 d=0.0865667 t=15795
nan de 	難得	c=1 d=1.84865e-23 t=15795
nan er 	男兒	c=0 d=4.32519e-24 t=15795
nan gang xi 	南港溪	c=1 d=3.76731e-16 t=15795
nan gua jie 	南瓜节	c=3 d=0.00639963 t=15795
nan jing 	南京	c=4 d=1.85861e-23 t=15795
nan mian 	難免	c=1 d=0.400517 t=15795
nan ti 	難題	c=1 d=1.83219e-06 t=15795
nao tu 	腦圖	c=2 d=0.116484 t=15795
ne 	呢	c=18 d=0.056125 t=15795
ne ge 	呢個	c=0 d=9.05762e-14 t=15795
ne rong 	呢榮	c=1 d=1.68839e-15 t=15795
nei 	內	c=4 d=3.85136e-09 t=15795
nei 	那	c=0 d=3.97761e-09 t=15795
nei bu 	內部	c=2 d=2.99515e-28 t=15795
nei ce 	內測	c=3 d=8.91357e-30 t=15795
nei qian 	內嵌	c=1 d=3.61578e-33 t=15795
nei rong 	內容	c=18 d=0.0102314 t=15795
nei ru guo ni hao 	那如果你好	c=1 d=3.99755e-08 t=15795
nen 	嫩	c=0 d=2.44817e-05 t=15795
neng 	能	c=33 d=0.505543 t=15795
neng gan 	能幹	c=0 d=5.0416e-33 t=15795
neng gei ni 	能給你	c=1 d=1.27211e-08 t=15795
neng gou 	能夠	c=16 d=0.0115707 t=15795
neng jiu 	能救	c=1 d=0.554327 t=15795
neng kan dao 	能看到	c=1 d=1.20338e-31 t=15795
neng li 	能力	c=38 d=0.439476 t=15795
neng nai 	能耐	c=0 d=3.73821e-14 t=15795
neng zuo 	能做	c=1 d=2.26418e-26 t=15795
ni 	你	c=89 d=0.447032 t=15795
ni de 	你的	c=9 d=9.9783e-17 t=15795
ni dui 	你對	c=1 d=2.31952e-16 t=15795
ni hao 	你好	c=7 d=3.97765e-09 t=15795
ni men 	你們	c=10 d=3.67068e-25 t=15795
ni na fu jin 	你那附近	c=1 d=1.09962e-29 t=15795
ni ne 	你呢	c=1 d=8.18008e-20 t=15795
ni ping shi 	你平時	c=1 d=1.8496e-29 t=15795
ni shi 	你是	c=2 d=5.98994e-30 t=15795
ni tu 	泥土	c=0 d=2.44393e-14 t=15795
ni xiang 	你想	c=1 d=8.38859e-22 t=15795
ni zai hu 	你在乎	c=1 d=2.22857e-16 t=15795
nian 	年	c=1 d=6.67999e-19 t=15795
nian guan 	年關	c=1 d=1.37068e-33 t=15795
nian qian 	年前	c=1 d=0.752014 t=15795
nian qing ren 	年輕人	c=2 d=3.70227e-17 t=15795
niang 	釀	c=1 d=3.49082e-31 t=15795
ning ke 	寧可	c=1 d=2.45234e-24 t=15795
nong jia yuan 	農家院	c=1 d=1.29689e-29 t=15795
nong li 	農曆	c=1 d=3.48726e-19 t=15795
nu li 	努力	c=8 d=0.811435 t=15795
nuan chang 	暖場	c=1 d=0.467666 t=15795
nv 	女	c=1 d=9.26767e-18 t=15795
nv zi 	女子	c=1 d=2.27043e-29 t=15795
o 	哦	c=3 d=7.63639e-05 t=15795
o de 	哦的	c=1 d=0.0349094 t=15795
ou 	偶	c=0 d=0.0786628 t=15795
ou cu lu shi 	偶粗魯是	c=1 d=0.790571 t=15795
ou er 	偶爾	c=3 d=3.12068e-20 t=15795
pa 	怕	c=3 d=1.24834e-23 t=15795
pa chong 	爬蟲	c=2 d=3.68204e-33 t=15795
pa pa shan 	爬爬山	c=1 d=4.38146e-28 t=15795
pa shan 	爬山	c=3 d=1.31383e-27 t=15795
pa wan 	爬完	c=1 d=2.13748e-25 t=15795
pai 	拍	c=2 d=0.00663763 t=15795
pai cha 	排查	c=3 d=3.98994e-15 t=15795
pai chu 	排除	c=1 d=3.77835e-21 t=15795
pai da 	拍打	c=1 d=1.31945e-26 t=15795
pai de 	拍的	c=1 d=2.6306e-26 t=15795
pai dui 	排隊	c=1 d=2.38602e-25 t=15795
pai lan 	拍爛	c=1 d=2.11111e-26 t=15795
pai xu 	排序	c=2 d=1.18606e-21 t=15795
pan 	盤	c=1 d=1.42565e-25 t=15795
pan duan 	判斷	c=5 d=6.8456e-13 t=15795
pan lai 	盼來	c=1 d=8.21968e-18 t=15795
pang qiao ce ji 	旁敲側擊	c=1 d=1.44621e-17 t=15795
pao 	刨	c=0 d=9.22772e-27 t=15795
pao 	泡	c=2 d=3.04636e-17 t=15795
pao 	跑	c=1 d=1.65665e-27 t=15795
pao dan 	炮彈	c=0 d=7.49921e-28 t=15795
pao hong shu 	刨紅薯	c=1 d=9.27398e-26 t=15795
pao keng 	炮坑	c=1 d=7.24128e-27 t=15795
pao mo 	泡沫	c=1 d=3.01913e-29 t=15795
pei 	配	c=1 d=8.58604e-31 t=15795
pei 	陪	c=1 d=1.72367e-23 t=15795
pei he 	配合	c=1 d=0.0251579 t=15795
pei yang 	培養	c=19 d=0.0550705 t=15795
pei zhe 	配着	c=2 d=3.15068e-23 t=15795
pei zhe 	陪着	c=1 d=2.45576e-12 t=15795
pei zhe hai zi 	陪着孩子	c=1 d=2.46807e-11 t=15795
pei zhi 	配置	c=31 d=7.33546e-09 t=15795
pei zhi dao 	配置到	c=1 d=1.78817e-14 t=15795
pei zhi ku 	配置庫	c=1 d=2.81597e-33 t=15795
pei zhi zi 	配置字	c=2 d=3.32253e-10 t=15795
peng dao 	碰到	c=1 d=3.33325e-17 t=15795
peng you 	朋友	c=5 d=0.000628795 t=15795
peng you quan 	朋友圈	c=2 d=2.89227e-24 t=15795
peng you quan li 	朋友圈裏	c=1 d=2.3111e-32 t=15795
pi hao 	癖好	c=1 d=1.08927e-06 t=15795
pi liang 	批量	c=2 d=3.43593e-21 t=15795
pi pei 	匹配	c=3 d=1.33779e-12 t=15795
pian 	篇	c=0 d=3.66169e-06 t=15795
pian duan 	片段	c=1 d=8.40744e-19 t=15795
pian yi 	便宜	c=1 d=4.08455e-26 t=15795
pian yi 	偏移	c=1 d=4.06983e-26 t=15795
pian yi ban 	偏移板	c=1 d=5.68245e-28 t=15795
pian zhi 	偏執	c=1 d=2.97468e-31 t=15795
piao 	漂	c=1 d=9.60758e-30 t=15795
piao bo 	漂泊	c=1 d=2.0385e-26 t=15795
piao liang 	漂亮	c=2 d=5.27386e-30 t=15795
pin fa 	頻發	c=1 d=2.78701e-29 t=15795
pin fan 	頻繁	c=1 d=7.71027e-30 t=15795
pin pai 	品牌	c=1 d=3.57737e-25 t=15795
pin yin 	拼音	c=2 d=9.93419e-33 t=15795
pin yin shu ru fa 	拼音輸入法	c=1 d=5.07998e-33 t=15795
ping 	平	c=1 d=9.16609e-06 t=15795
ping an 	平安	c=1 d=4.30216e-19 t=15795
ping bi 	屏蔽	c=1 d=4.52813e-33 t=15795
ping fen 	評分	c=1 d=1.06346e-18 t=15795
ping fu 	平復	c=1 d=1.0417e-10 t=15795
ping gu 	評估	c=1 d=1.01318e-07 t=15795
ping heng 	平衡	c=3 d=1.28606e-08 t=15795
ping lun 	評論	c=2 d=0.0980391 t=15795
ping mian 	平面	c=1 d=1.77218e-26 t=15795
ping mu 	屏幕	c=2 d=1.04692e-10 t=15795
ping pang qiu 	乒乓球	c=2 d=1.05177e-27 t=15795
ping shi 	平時	c=4 d=3.03774e-20 t=15795
ping tai 	平臺	c=14 d=0.02618 t=15795
ping ti a 	平提啊	c=1 d=2.16124e-08 t=15795
po 	破	c=1 d=3.03426e-29 t=15795
po jie 	破解	c=1 d=4.37238e-33 t=15795
po ju 	破局	c=1 d=0.380983 t=15795
po yi lan shan 	破衣烂衫	c=1 d=5.31471e-35 t=15795
pu gong ying 	蒲公英	c=1 d=1.27541e-09 t=15795
pu tong 	普通	c=1 d=2.03012e-07 t=15795
qi 	七	c=2 d=2.4305e-07 t=15795
qi 	其	c=1 d=5.13872e-31 t=15795
qi 	器	c=3 d=1.20796e-08 t=15795
qi 	起	c=0 d=1.00293e-06 t=15795
qi che 	汽車	c=3 d=1.77062e-08 t=15795
qi dian duo 	七點多	c=1 d=2.77263e-27 t=15795
qi dong 	啓動	c=14 d=2.03776e-09 t=15795
qi fa 	啓發	c=0 d=1.07935e-17 t=15795
qi fan 	旗幡	c=0 d=1.47744e-34 t=15795
qi fen 	氣氛	c=1 d=1.52533e-26 t=15795
qi ge 	七個	c=19 d=1.07656 t=15795
qi ge xi guan 	七個習慣	c=4 d=0.0122773 t=15795
qi huan xiao 	齊歡笑	c=1 d=2.75974e-31 t=15795
qi lai 	起來	c=7 d=0.0104633 t=15795
qi se 	起色	c=0 d=1.01508e-30 t=15795
qi shi 	其實	c=2 d=0.000652529 t=15795
qi shi 	啓示	c=2 d=1.08123e-07 t=15795
qi shi 	騎士	c=1 d=0.937067 t=15795
qi shi duo sui 	七十多歲	c=1 d=1.30206e-17 t=15795
qi shua shua 	齊刷刷	c=1 d=5.16835e-30 t=15795
qi shuan shuan 	其涮涮	c=1 d=5.14257e-30 t=15795
qi si 	氣死	c=0 d=2.58607e-32 t=15795
qi si shang xiao jia shao xiao 	氣死上小家少校	c=1 d=2.59903e-31 t=15795
qi ta 	其他	c=19 d=2.49226e-10 t=15795
qi ti 	氣體	c=0 d=3.35805e-17 t=15795
qi ti ni 	氣體你	c=1 d=3.37489e-16 t=15795
qi tian 	七天	c=5 d=1.85284e-08 t=15795
qi tian li 	七天裏	c=1 d=3.92853e-09 t=15795
qi wang 	期望	c=1 d=1.2525e-31 t=15795
qi xi 	氣息	c=1 d=2.15265e-20 t=15795
qi xian 	期限	c=1 d=0.00970611 t=15795
qi ye 	企業	c=2 d=1.56967e-31 t=15795
qi zhong 	其中	c=2 d=3.71703e-05 t=15795
qian 	前	c=1 d=9.4385e-27 t=15795
qian 	錢	c=1 d=0.238115 t=15795
qian ba 	千把	c=1 d=3.1272e-31 t=15795
qian ba 	遷吧	c=1 d=3.06528e-31 t=15795
qian cheng 	前程	c=1 d=0.000550326 t=15795
qian hou 	前後	c=0 d=2.63105e-29 t=15795
qian ji tian 	前幾天	c=5 d=2.58703e-06 t=15795
qian li 	潛力	c=4 d=1.16243e-06 t=15795
qian mian 	前面	c=1 d=4.58001e-20 t=15795
qian ming 	簽名	c=3 d=1.37317e-09 t=15795
qian suo wei you de 	前所未有的	c=1 d=5.48047e-14 t=15795
qian tao 	嵌套	c=2 d=7.47603e-18 t=15795
qian ti 	前提	c=1 d=2.10967e-18 t=15795
qian xian 	前嫌	c=1 d=5.91958e-09 t=15795
qian xin 	潛心	c=1 d=1.01212e-24 t=15795
qian yi 	遷移	c=3 d=8.14017e-30 t=15795
qian zai 	潛在	c=1 d=1.02263e-28 t=15795
qian zhi 	潛質	c=1 d=5.4747e-31 t=15795
qian zhui 	前綴	c=1 d=1.09339e-21 t=15795
qiang 	槍	c=1 d=4.84984e-17 t=15795
qiang hua 	強化	c=1 d=1.93974e-30 t=15795
qiang xin ji 	強心劑	c=1 d=9.89176e-20 t=15795
qiang zhi 	強制	c=2 d=6.04739e-25 t=15795
qiao 	巧	c=1 d=2.44767e-31 t=15795
qiao men 	敲門	c=0 d=7.84998e-07 t=15795
qiao men zhuang 	敲門裝	c=1 d=7.88932e-06 t=15795
qie huan 	切換	c=5 d=8.96902e-15 t=15795
qie huan dao 	切換到	c=1 d=1.07266e-31 t=15795
qin fen 	勤奮	c=1 d=2.60939e-19 t=15795
qin qin ken ken 	勤勤懇懇	c=1 d=0.271173 t=15795
qing 	清	c=1 d=3.80052e-31 t=15795
qing 	請	c=2 d=4.79669e-05 t=15795
qing dan 	清單	c=9 d=2.13493e-11 t=15795
qing dao 	青島	c=25 d=8.67531e-18 t=15795
qing dao bei 	青島北	c=5 d=1.81235e-25 t=15795
qing dao zhan 	青島站	c=2 d=9.30507e-26 t=15795
qing gan 	情感	c=1 d=1.63088e-19 t=15795
qing gong ye 	輕工業	c=1 d=7.94102e-24 t=15795
qing kuang 	情況	c=11 d=0.242785 t=15795
qing liang 	清涼	c=0 d=5.5222e-16 t=15795
qing liang ji 	輕量級	c=1 d=5.60566e-15 t=15795
qing liang li 	清涼裏	c=1 d=5.54988e-15 t=15795
qing ming 	請命	c=1 d=2.65153e-31 t=15795
qing qiu 	請求	c=3 d=1.04782e-20 t=15795
qing shang 	情商	c=2 d=3.61431e-20 t=15795
qing shu ru 	請輸入	c=2 d=6.42801e-20 t=15795
qing song 	輕鬆	c=5 d=7.5227e-05 t=15795
qing xi 	清晰	c=1 d=2.45451e-05 t=15795
qing xu 	情緒	c=2 d=9.38315e-24 t=15795
qing zhu 	傾注	c=2 d=0.000145445 t=15795
qiong 	窮	c=2 d=1.96183e-08 t=15795
qiong ba ba 	窮爸爸	c=1 d=2.81654e-06 t=15795
qiu 	球	c=1 d=1.06256e-09 t=15795
qiu tian 	秋天	c=2 d=3.53037e-16 t=15795
qiu zhi 	求職	c=2 d=2.45055e-31 t=15795
qiu zhu 	求助	c=1 d=0.474734 t=15795
qu 	區	c=5 d=2.86651e-07 t=15795
qu 	去	c=10 d=3.61713e-08 t=15795
qu bie 	區別	c=3 d=7.81446e-12 t=15795
qu chu 	去處	c=2 d=7.19658e-13 t=15795
qu fen 	區分	c=2 d=5.28963e-31 t=15795
qu guo 	去過	c=1 d=1.34936e-25 t=15795
qu na 	去哪	c=1 d=1.23452e-08 t=15795
qu nian 	去年	c=1 d=4.79408e-28 t=15795
qu xiao 	取消	c=1 d=0.000258659 t=15795
qu yu 	區域	c=1 d=5.32212e-22 t=15795
qu zuo 	去做	c=1 d=0.00106477 t=15795
quan 	全	c=1 d=3.89673e-31 t=15795
quan 	勸	c=1 d=1.12708e-25 t=15795
quan 	圈	c=1 d=4.04662e-22 t=15795
quan chang 	全場	c=1 d=3.91626e-31 t=15795
quan chuan 	全船	c=1 d=2.73228e-31 t=15795
quan tui 	勸退	c=1 d=7.46308e-29 t=15795
quan xian 	權限	c=1 d=1.10382e-15 t=15795
quan xin 	全新	c=2 d=0.292559 t=15795
quan yi 	權益	c=1 d=8.52261e-32 t=15795
quan zai 	全在	c=1 d=2.36839e-26 t=15795
quan zi 	圈子	c=1 d=2.15485e-32 t=15795
quan zi li 	圈子裏	c=1 d=2.09117e-32 t=15795
que 	卻	c=3 d=1.47442e-09 t=15795
que bie 	卻別	c=1 d=3.60215e-18 t=15795
que dian 	缺點	c=1 d=1.11529e-19 t=15795
que ding 	確定	c=7 d=0.0620385 t=15795
que fa 	缺乏	c=3 d=3.16209e-19 t=15795
que ren 	確認	c=1 d=6.732e-22 t=15795
que shao 	缺少	c=3 d=1.0009e-08 t=15795
que shi 	確實	c=11 d=0.000118571 t=15795
qun 	羣	c=1 d=6.18448e-24 t=15795
ran hou 	然後	c=14 d=0.000717333 t=15795
ran kou 	髯口	c=1 d=1.8325e-08 t=15795
ran liao 	染料	c=1 d=2.80145e-31 t=15795
ran shao 	燃燒	c=1 d=1.7458e-26 t=15795
rang 	讓	c=15 d=0.0052019 t=15795
rang ta 	讓他	c=1 d=8.79591e-22 t=15795
rao guo 	繞過	c=2 d=1.78761e-31 t=15795
re bang 	熱榜	c=1 d=8.45677e-29 t=15795
re dian 	熱點	c=1 d=2.61072e-25 t=15795
re fen 	熱分	c=1 d=3.60583e-30 t=15795
re men 	熱門	c=1 d=5.27741e-11 t=15795
re nao 	熱鬧	c=1 d=1.70594e-19 t=15795
re qing 	熱情	c=3 d=1.38474e-06 t=15795
re ren 	惹人	c=1 d=3.58785e-30 t=15795
re xue 	熱血	c=1 d=1.01913e-17 t=15795
re zhong 	熱衷	c=1 d=7.90007e-22 t=15795
ren 	人	c=13 d=0.257986 t=15795
ren cai 	人才	c=1 d=9.34618e-29 t=15795
ren he 	任何	c=2 d=1.5272e-11 t=15795
ren he shi qing 	任何事情	c=1 d=1.25164e-23 t=15795
ren ji 	人際	c=1 d=0.436049 t=15795
ren jia 	人家	c=2 d=1.32e-31 t=15795
ren kou 	人口	c=1 d=9.06996e-29 t=15795
ren mai 	人脈	c=2 d=1.04151 t=15795
ren min 	人民	c=1 d=2.57142e-23 t=15795
ren ming 	任命	c=1 d=3.25936e-18 t=15795
ren qing 	認清	c=2 d=6.92876e-08 t=15795
ren qing shi gu 	人情世故	c=1 d=6.96349e-08 t=15795
ren qun 	人羣	c=1 d=1.52429e-18 t=15795
ren shao 	人少	c=1 d=8.74906e-17 t=15795
ren sheng 	人生	c=12 d=0.39881 t=15795
ren shi 	人士	c=2 d=0.69305 t=15795
ren shi 	認識	c=6 d=0.33454 t=15795
ren shi dao 	認識到	c=1 d=7.40164e-20 t=15795
ren wu 	任務	c=18 d=0.00941925 t=15795
ren xing 	人性	c=6 d=3.96633 t=15795
ren zheng 	認證	c=4 d=1.02972e-21 t=15795
ren zhi 	認知	c=5 d=1.30736 t=15795
ren zhi zhi wai 	認知之外	c=1 d=0.235746 t=15795
reng 	仍	c=0 d=7.49921e-28 t=15795
reng pao dan 	仍炮彈	c=1 d=7.5368e-27 t=15795
ri 	日	c=2 d=1.13176e-15 t=15795
ri chang 	日常	c=4 d=0.0020396 t=15795
ri chu 	日出	c=2 d=2.01784e-27 t=15795
ri hui gu 	日回顧	c=2 d=1.86359e-20 t=15795
ri ji 	日記	c=1 d=3.41113e-24 t=15795
ri qi 	日期	c=4 d=9.13097e-16 t=15795
ri zhi 	日誌	c=12 d=3.52369e-11 t=15795
ri zi 	日子	c=1 d=8.49049e-17 t=15795
rong 	榮	c=1 d=6.33133e-06 t=15795
rong na 	容納	c=0 d=5.50607e-11 t=15795
rong na hao 	容納好	c=1 d=5.53367e-10 t=15795
rong qi 	容器	c=7 d=1.3549e-08 t=15795
rong qi shi 	容器是	c=1 d=8.21409e-10 t=15795
rong yi 	容易	c=2 d=4.79312e-18 t=15795
rong zhen 	戎震	c=1 d=0.384812 t=15795
ru 	入	c=3 d=1.41685e-11 t=15795
ru ca 	如擦	c=1 d=3.69083e-10 t=15795
ru can 	如慘	c=1 d=5.03559e-18 t=15795
ru can shu 	入參數	c=1 d=1.61492e-21 t=15795
ru chang 	入場	c=1 d=6.76689e-24 t=15795
ru ci 	如此	c=1 d=1.89152e-28 t=15795
ru fei 	如飛	c=0 d=1.00672e-21 t=15795
ru guo 	如果	c=27 d=0.0010615 t=15795
ru he 	如何	c=35 d=0.745891 t=15795
ru he shi hou 	如何時候	c=1 d=7.35721e-08 t=15795
ru keng 	入坑	c=1 d=5.5565e-29 t=15795
ru ku 	入庫	c=1 d=4.18938e-30 t=15795
ru men 	入門	c=1 d=8.79891e-25 t=15795
ru shou 	入手	c=1 d=7.39409e-08 t=15795
ru zhu 	入住	c=1 d=3.77116e-28 t=15795
ru zhu 	入駐	c=1 d=3.79006e-28 t=15795
ruan jian 	軟件	c=2 d=6.28689e-30 t=15795
ruan lian jie 	軟連接	c=4 d=5.45962e-10 t=15795
rui shi jun dao 	瑞士軍刀	c=2 d=3.15358e-14 t=15795
ruo da 	偌大	c=0 d=1.74883e-18 t=15795
ruo da ge 	偌大個	c=1 d=1.7576e-17 t=15795
ruo dian 	弱點	c=4 d=2.69527 t=15795
ruo xiang 	弱項	c=1 d=3.27682e-22 t=15795
sa huang 	撒謊	c=0 d=2.30317e-22 t=15795
sai pao 	賽跑	c=0 d=2.83066e-07 t=15795
san 	三	c=1 d=2.73042e-23 t=15795
san bu 	三步	c=1 d=1.60381e-28 t=15795
san fan si fu 	三番四復	c=1 d=3.8361e-23 t=15795
san ge 	三個	c=3 d=0.00118947 t=15795
san ge yue 	三個月	c=1 d=0.321422 t=15795
san hu 	三虎	c=1 d=5.19602e-34 t=15795
san jian ke 	三劍客	c=1 d=4.36866e-23 t=15795
san san xin 	散散心	c=1 d=1.10514e-29 t=15795
san ti 	三體	c=8 d=1.62291 t=15795
san tian 	三天	c=6 d=5.95552e-24 t=15795
san wu hao you 	三五好友	c=1 d=1.90495e-23 t=15795
san xin 	散心	c=1 d=1.90593e-29 t=15795
san yue 	三悅	c=2 d=2.35473e-09 t=15795
se xiang wei 	色香味	c=1 d=7.53808e-29 t=15795
sha 	啥	c=7 d=3.04377e-07 t=15795
sha jiao 	啥叫	c=1 d=1.3871e-26 t=15795
sha shi hou 	啥時候	c=2 d=7.64039e-32 t=15795
sha tan 	沙灘	c=2 d=1.47877e-27 t=15795
shan 	刪	c=0 d=0.0690734 t=15795
shan 	山	c=3 d=1.18113e-26 t=15795
shan chu 	刪除	c=4 d=2.37129e-11 t=15795
shan da 	山大	c=1 d=5.10284e-27 t=15795
shan di 	山地	c=1 d=1.36292e-25 t=15795
shan dong 	山東	c=1 d=5.48794e-30 t=15795
shan le 	刪了	c=1 d=7.35447e-33 t=15795
shan lu 	山路	c=1 d=1.41854e-25 t=15795
shan nian 	閃念	c=4 d=3.10626e-20 t=15795
shan ping 	閃屏	c=1 d=1.05217e-10 t=15795
shan shu ju 	刪數據	c=1 d=0.694197 t=15795
shan xian 	閃現	c=1 d=5.86667e-21 t=15795
shan yong 	善用	c=2 d=1.78027e-13 t=15795
shan zha 	山楂	c=2 d=1.44631e-16 t=15795
shang 	上	c=55 d=0.709554 t=15795
shang chang 	商場	c=1 d=4.18795e-26 t=15795
shang chuan 	上傳	c=6 d=4.61861e-10 t=15795
shang chuang 	上牀	c=1 d=8.15341e-11 t=15795
shang de fa sheng de fa sheng 	上的發生的發生	c=1 d=7.73969e-16 t=15795
shang de fang fa shi fou shi 	上的方法是否是	c=1 d=2.25442e-34 t=15795
shang de fang shi fa 	上的方式發	c=1 d=1.0365e-10 t=15795
shang dian xin 	上點心	c=2 d=9.64382e-32 t=15795
shang ke 	上課	c=1 d=0.13466 t=15795
shang lu 	上路	c=2 d=1.40447e-25 t=15795
shang mian 	上面	c=5 d=0.729743 t=15795
shang ne 	上呢	c=1 d=1.23112e-05 t=15795
shang ping 	上屏	c=1 d=1.6869e-34 t=15795
shang qu 	上去	c=1 d=3.80841e-26 t=15795
shang shan 	上山	c=4 d=1.0597e-26 t=15795
shang tou 	上頭	c=1 d=5.69231e-19 t=15795
shang xia ban 	上下班	c=1 d=5.71093e-28 t=15795
shang xian 	上線	c=1 d=2.99682e-30 t=15795
shang xiao xue shi 	上小學是	c=1 d=4.75381e-17 t=15795
shang xin 	上心	c=1 d=4.72432e-32 t=15795
shang yi ci 	上一次	c=1 d=6.13252e-13 t=15795
shao dian 	少點	c=1 d=2.46463e-24 t=15795
shao suo 	哨所	c=1 d=7.46181e-27 t=15795
shao xiao 	少校	c=0 d=2.58607e-32 t=15795
she bei 	設備	c=11 d=1.27168e-05 t=15795
she bei he san ge 	設備和三個	c=1 d=0.000127806 t=15795
she ding 	設定	c=5 d=1.63933e-21 t=15795
she ji 	設計	c=5 d=0.000184174 t=15795
she ji ke 	設計課	c=2 d=3.01577e-06 t=15795
she ji mo shi 	設計模式	c=1 d=3.3363e-07 t=15795
she ji tu 	設計圖	c=1 d=4.30436e-25 t=15795
she jiao 	社交	c=15 d=0.460997 t=15795
she qiu 	奢求	c=1 d=7.11021e-18 t=15795
she ren xin po 	懾人心魄	c=1 d=3.46327e-26 t=15795
she tu 	蛇兔	c=1 d=1.48025e-26 t=15795
she xiang ji 	攝像機	c=4 d=0.353935 t=15795
she xiang tou 	攝像頭	c=2 d=3.69912e-07 t=15795
she zhi 	設置	c=38 d=1.74727 t=15795
shen 	身	c=2 d=3.43182e-16 t=15795
shen geng 	深耕	c=1 d=7.69585e-08 t=15795
shen hu xi 	深呼吸	c=1 d=6.35529e-21 t=15795
shen ke 	深刻	c=1 d=0.000235217 t=15795
shen me 	什麼	c=27 d=0.0453535 t=15795
shen me shi hou 	什麼時候	c=1 d=5.62495e-26 t=15795
shen me shi qing 	什麼事情	c=1 d=0.00101284 t=15795
shen pan 	審判	c=1 d=4.0983e-31 t=15795
shen qi 	神器	c=3 d=2.23599e-24 t=15795
